family,genus,species,nbr_country,latitude_min,latitude_max,latitude_mean,latitude_median,min_dist_equator,max_dist_equator,latitude_range,host_fam,host_spp,mode,ref
Aphelinidae,Aphelinus,subflavescens,18,-41.500083,52.7954791,27.6112817,42.8301252,28.8166235,52.7954791,94.2955621,1,16,sex,6
Aphelinidae,Aphelinus,takecallis,1,39.9059631,39.9059631,39.9059631,39.9059631,39.9059631,39.9059631,0.001,1,1,sex,1
Aphelinidae,Aphelinus,taurus,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,1
Aphelinidae,Aphelinus,tetrataenion,9,47.1817585,59.9393657,52.34855358,50.7080119,47.1817585,59.9393657,12.7576072,0,0,sex,5
Aphelinidae,Aphelinus,thomsoni,8,47.286747,59.6749712,52.5115842,51.3060897,47.286747,59.6749712,12.3882242,1,3,sex,3
Aphelinidae,Aphelinus,tiliaphidis,1,48.0000047,48.0000047,48.0000047,48.0000047,48.0000047,48.0000047,0.001,1,1,sex,1
Aphelinidae,Aphelinus,uncinctiventris,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,1
Aphelinidae,Aphelinus,varipes,42,-35.4021015,59.6749712,33.35910932,38.4991488,19.4326009,59.6749712,95.0770727,3,21,sex,13
Aphelinidae,Aphelinus,wenshanus,1,25,25,25,25,25,25,0.001,1,1,sex,1
Aphelinidae,Aphelinus,yasnoshae,1,41.6809707,41.6809707,41.6809707,41.6809707,41.6809707,41.6809707,0.001,0,0,sex,4
Aphelinidae,Aphytis,aberrans,1,1.5333554,1.5333554,1.5333554,1.5333554,1.5333554,1.5333554,0.001,1,1,sex,2
Aphelinidae,Aphytis,abnormis,7,38.8949549,47.1817585,40.89701731,40.0028028,38.8949549,47.1817585,8.2868036,2,10,sex,5
Aphelinidae,Aphytis,acalcaratus,1,23.1357694,23.1357694,23.1357694,23.1357694,23.1357694,23.1357694,0.001,1,1,sex,1
Aphelinidae,Aphytis,acrenulatus,2,-20.275945,42.6384261,11.18124055,11.18124055,20.275945,42.6384261,62.9143711,1,2,sex,1
Aphelinidae,Aphytis,africanus,8,-34.9964962,36.7014631,-4.287723713,-18.87886455,18.4554962,36.7014631,71.6979593,1,9,sex,7
Aphelinidae,Aphytis,alami,1,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,0.001,1,2,sex,1
Aphelinidae,Aphytis,alexandrina,1,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,0.001,1,1,sex,2
Aphelinidae,Aphytis,aligarhensis,1,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,27.1303344,0.001,0,0,sex,1
Aphelinidae,Aphytis,amazonensis,1,1.3545442,1.3545442,1.3545442,1.3545442,1.3545442,1.3545442,0.001,0,0,sex,1
Aphelinidae,Aphytis,angeloni,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,4
Aphelinidae,Aphytis,anneckei,2,-28.8166235,1.4419683,-13.6873276,-13.6873276,1.4419683,28.8166235,30.2585918,1,2,sex,1
Aphelinidae,Aphytis,aonidiae,25,-34.9964962,52.7954791,31.42913742,40.0028028,19.4326009,52.7954791,87.7919753,3,31,asex,15
Aphelinidae,Aphytis,azai,1,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,0.001,0,0,sex,1
Aphelinidae,Aphytis,bangalorensis,1,14.5203896,14.5203896,14.5203896,14.5203896,14.5203896,14.5203896,0.001,1,1,sex,1
Aphelinidae,Aphytis,capensis,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,1,1,sex,1
Aphelinidae,Aphytis,caucasicus,1,44.6939006,44.6939006,44.6939006,44.6939006,44.6939006,44.6939006,0.001,1,1,sex,1
Aphelinidae,Aphytis,cercinus,2,-28.8166235,-22.5037497,-25.6601866,-25.6601866,22.5037497,28.8166235,6.3128738,1,4,sex,1
Aphelinidae,Aphytis,chilensis,22,-41.500083,51.0834196,18.72512596,33.85950185,6.8699696,51.0834196,92.5835026,2,31,asex,17
Aphelinidae,Aphytis,chionaspis,3,-28.8166235,24,3.360189533,14.8971921,14.8971921,28.8166235,52.8166235,1,2,sex,1
Aphelinidae,Aphytis,chrysomphali,76,-36.5986095,51.0834196,14.79581218,22.6821243,1.97560385,51.0834196,87.6820291,3,63,asex,15
Aphelinidae,Aphytis,coheni,6,-28.8166235,39.000041,23.16620982,32.9291645,26.2540493,39.000041,67.8166645,1,6,sex,5
Aphelinidae,Aphytis,columbi,3,-36.5986095,-21.9182855,-30.13095947,-31.8759834,21.9182855,36.5986095,14.680324,2,5,sex,6
Aphelinidae,Aphytis,comperei,7,-28.8166235,31.8160381,16.25556144,22.2793278,18.1850507,31.8160381,60.6326616,1,9,asex,4
Aphelinidae,Aphytis,confusus,2,-28.8166235,23.1357694,-2.84042705,-2.84042705,23.1357694,28.8166235,51.9523929,1,3,sex,4
Aphelinidae,Aphytis,cornuaspis,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,1,1,sex,1
Aphelinidae,Aphytis,cylindratus,7,-22.2752761,36.7014631,4.008516214,-6.8699696,6.8699696,36.7014631,58.9767392,2,5,sex,3
Aphelinidae,Aphytis,debachi,5,22.2793278,36.7014631,29.0472809,26.5450001,22.2793278,36.7014631,14.4221353,1,3,sex,3
Aphelinidae,Aphytis,desantisi,1,-34.9964962,-34.9964962,-34.9964962,-34.9964962,34.9964962,34.9964962,0.001,1,1,asex,1
Aphelinidae,Aphytis,elongatus,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,1
Aphelinidae,Aphytis,equatorialis,2,-28.8166235,7.9897371,-10.4134432,-10.4134432,7.9897371,28.8166235,36.8063606,1,1,sex,3
Aphelinidae,Aphytis,erythraeus,3,-28.8166235,15.9500319,-0.8849738,10.2116702,10.2116702,28.8166235,44.7666554,1,2,sex,2
Aphelinidae,Aphytis,faurei,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,0,0,sex,3
Aphelinidae,Aphytis,fioriniae,1,26.4073841,26.4073841,26.4073841,26.4073841,26.4073841,26.4073841,0.001,1,1,asex,1
Aphelinidae,Aphytis,fisheri,8,-28.8166235,36.7014631,19.1484772,23.1625261,14.8971921,36.7014631,65.5180866,1,4,sex,1
Aphelinidae,Aphytis,funicularis,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,1,7,sex,1
Aphelinidae,Aphytis,gordoni,4,14.5203896,36.7014631,24.15923748,22.7075486,14.5203896,36.7014631,22.1810735,1,3,sex,4
Aphelinidae,Aphytis,griseus,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,1,4,sex,2
Aphelinidae,Aphytis,holoxanthus,23,-34.9964962,36.7014631,13.72381609,19.4326009,6.8699696,36.7014631,71.6979593,1,12,sex,7
Aphelinidae,Aphytis,huidongensis,1,23.1357694,23.1357694,23.1357694,23.1357694,23.1357694,23.1357694,0.001,1,1,sex,1
Aphelinidae,Aphytis,ignotus,2,-41.500083,-31.8759834,-36.6880332,-36.6880332,31.8759834,41.500083,9.6240996,1,1,sex,2
Aphelinidae,Aphytis,immaculatus,3,23.1357694,36.7014631,27.93705663,23.9739374,23.1357694,36.7014631,13.5656937,1,5,sex,3
Aphelinidae,Aphytis,japonicus,2,36.5748441,37.5540282,37.06443615,37.06443615,36.5748441,37.5540282,0.9791841,1,2,sex,2
Aphelinidae,Aphytis,keatsi,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,3
Aphelinidae,Aphytis,landii,1,-31.8759834,-31.8759834,-31.8759834,-31.8759834,31.8759834,31.8759834,0.001,1,1,sex,1
Aphelinidae,Aphytis,lepidosaphes,39,-34.9964962,42.6384261,14.93798471,21.2160437,1.3397667,42.6384261,77.6349223,1,8,sex,7
Aphelinidae,Aphytis,liangi,1,23.1357694,23.1357694,23.1357694,23.1357694,23.1357694,23.1357694,0.001,0,0,sex,1
Aphelinidae,Aphytis,libanicus,6,26.2540493,42.6384261,34.25734575,33.40790625,26.2540493,42.6384261,16.3843768,1,6,asex,2
Aphelinidae,Aphytis,limonus,1,21.2160437,21.2160437,21.2160437,21.2160437,21.2160437,21.2160437,0.001,0,0,sex,4
Aphelinidae,Aphytis,lindingaspis,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,1,2,sex,1
Aphelinidae,Aphytis,lingnanensis,50,-36.5986095,40.0028028,10.38861518,16.5925254,2.3923759,40.0028028,76.6014123,1,40,asex,6
Aphelinidae,Aphytis,longicaudus,2,22.2793278,23.1357694,22.7075486,22.7075486,22.2793278,23.1357694,0.8564416,1,2,sex,3
Aphelinidae,Aphytis,luteus,6,34.9823018,51.0834196,42.84166887,42.40124615,34.9823018,51.0834196,16.1011178,1,4,sex,6
Aphelinidae,Aphytis,maculatipes,1,-25.2303004,-25.2303004,-25.2303004,-25.2303004,25.2303004,25.2303004,0.001,0,0,sex,2
Aphelinidae,Aphytis,manii,1,14.5203896,14.5203896,14.5203896,14.5203896,14.5203896,14.5203896,0.001,1,1,sex,1
Aphelinidae,Aphytis,margaretae,2,-22.2752761,19.4326009,-1.4213376,-1.4213376,19.4326009,22.2752761,41.707877,1,6,sex,1
Aphelinidae,Aphytis,mashae,1,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,0.001,0,0,sex,2
Aphelinidae,Aphytis,matruhi,1,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,0.001,1,1,sex,1
Aphelinidae,Aphytis,mazalae,4,23.1357694,36.5748441,28.50384775,27.15238875,23.1357694,36.5748441,13.4390747,1,10,sex,4
Aphelinidae,Aphytis,melinus,30,-36.5986095,52.2379891,13.53896632,24.84038475,6.8699696,52.2379891,88.8365986,1,24,sex,10
Aphelinidae,Aphytis,merceti,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,2,9,sex,1
Aphelinidae,Aphytis,mimosae,2,-28.8166235,10.2116702,-9.30247665,-9.30247665,10.2116702,28.8166235,39.0282937,2,2,sex,2
Aphelinidae,Aphytis,minutissimus,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,1,1,sex,2
Aphelinidae,Aphytis,miquihuana,1,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,0.001,1,1,sex,1
Aphelinidae,Aphytis,moldavicus,4,38.6281733,49.8167003,44.35314783,44.48385885,38.6281733,49.8167003,11.188527,1,4,asex,1
Aphelinidae,Aphytis,newtoni,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,2
Aphelinidae,Aphytis,notialis,2,-34.9964962,-31.7613364,-33.3789163,-33.3789163,31.7613364,34.9964962,3.2351598,1,4,sex,1
Aphelinidae,Aphytis,opuntiae,3,39.000041,42.6384261,40.54708997,40.0028028,39.000041,42.6384261,3.6383851,1,2,asex,4
Aphelinidae,Aphytis,paramaculicornis,10,-28.8166235,41.6809707,26.2734974,31.9083884,25.6242618,41.6809707,70.4975942,1,11,sex,2
Aphelinidae,Aphytis,perissoptroides,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,2
Aphelinidae,Aphytis,philippinensis,6,10.9094334,26.4073841,18.99622907,18.8280795,10.9094334,26.4073841,15.4979507,1,7,sex,3
Aphelinidae,Aphytis,phoenicis,3,25.6242618,30.8760272,27.58477943,26.2540493,25.6242618,30.8760272,5.2517654,1,1,asex,1
Aphelinidae,Aphytis,pilosus,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,2,3,sex,2
Aphelinidae,Aphytis,pinnaspidis,6,-22.2752761,19.4326009,4.6624063,12.3547358,8.4127482,22.2752761,41.707877,1,5,sex,1
Aphelinidae,Aphytis,punctaticorpus,1,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,19.4326009,0.001,0,0,sex,4
Aphelinidae,Aphytis,quadraspidioti,1,48.0000047,48.0000047,48.0000047,48.0000047,48.0000047,48.0000047,0.001,1,1,sex,1
Aphelinidae,Aphytis,rolaspidis,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,1,1,sex,6
Aphelinidae,Aphytis,roseni,3,-6.8699696,1.5333554,-1.2982153,1.4419683,1.4419683,6.8699696,8.403325,1,1,sex,1
Aphelinidae,Aphytis,ruskini,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,2
Aphelinidae,Aphytis,salvadorensis,1,13.8000382,13.8000382,13.8000382,13.8000382,13.8000382,13.8000382,0.001,0,0,sex,1
Aphelinidae,Aphytis,sankarani,1,14.5203896,14.5203896,14.5203896,14.5203896,14.5203896,14.5203896,0.001,1,3,sex,1
Aphelinidae,Aphytis,secundus,7,-21.9549805,54,22.67285094,19.2000001,10.2116702,54,75.9549805,0,0,sex,4
Aphelinidae,Aphytis,sensorius,1,30.3308401,30.3308401,30.3308401,30.3308401,30.3308401,30.3308401,0.001,1,1,sex,1
Aphelinidae,Aphytis,setosus,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,1,1,sex,5
Aphelinidae,Aphytis,simmondsiae,2,19.4326009,36.7014631,28.067032,28.067032,19.4326009,36.7014631,17.2688622,1,1,sex,1
Aphelinidae,Aphytis,simplex,1,-6.3472901,-6.3472901,-6.3472901,-6.3472901,6.3472901,6.3472901,0.001,1,1,sex,2
Aphelinidae,Aphytis,sinaii,1,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,26.2540493,0.001,1,1,sex,8
Aphelinidae,Aphytis,taylori,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,1,1,sex,3
Aphelinidae,Aphytis,testaceus,4,40.3936294,47.286747,44.57624088,45.31229355,40.3936294,47.286747,6.8931176,1,7,asex,2
Aphelinidae,Aphytis,theae,3,26.4073841,31.9292352,28.69779533,27.7567667,26.4073841,31.9292352,5.5218511,1,2,sex,5
Aphelinidae,Aphytis,tucumani,1,-34.9964962,-34.9964962,-34.9964962,-34.9964962,34.9964962,34.9964962,0.001,1,1,sex,1
Aphelinidae,Aphytis,ulianovi,1,-21.9182855,-21.9182855,-21.9182855,-21.9182855,21.9182855,21.9182855,0.001,0,0,sex,1
Aphelinidae,Aphytis,unaspidis,2,26.5450001,32.41875,29.48187505,29.48187505,26.5450001,32.41875,5.8737499,1,1,sex,2
Aphelinidae,Aphytis,unicus,1,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,26.5450001,0.001,0,0,sex,4
Aphelinidae,Aphytis,vandenboschi,7,23.1357694,40.9975197,34.37717043,36.7014631,23.1357694,40.9975197,17.8617503,1,12,asex,3
Aphelinidae,Aphytis,vastus,1,-22.5037497,-22.5037497,-22.5037497,-22.5037497,22.5037497,22.5037497,0.001,0,0,asex,2
Aphelinidae,Aphytis,wandoorensis,2,10.2188344,22.3511148,16.2849746,16.2849746,10.2188344,22.3511148,12.1322804,0,0,sex,1
Aphelinidae,Aphytis,yanonensis,7,25,46.603354,31.67361886,27.9995878,25,46.603354,21.603354,1,3,asex,5
Aphelinidae,Aphytis,yasumatsui,1,36.5748441,36.5748441,36.5748441,36.5748441,36.5748441,36.5748441,0.001,2,5,sex,1
Aphelinidae,Coccophagus,ablusus,1,-28.8166235,-28.8166235,-28.8166235,-28.8166235,28.8166235,28.8166235,0.001,1,1,sex,2
Aphelinidae,Coccophagus,acanthosceles,2,1.2904527,26.4073841,13.8489184,13.8489184,1.2904527,26.4073841,25.1169314,1,2,sex,2
Aphelinidae,Coccophagus,adumbratus,2,-28.8166235,30.8760272,1.02970185,1.02970185,28.8166235,30.8760272,59.6926507,1,2,sex,1
