Bolivia,Bolivia,-17.0568695,-64.9912285
Bulgaria,Bulgaria,42.6073975,25.4856617
British Columbia,Canada,55.0,-124.9999999
Nova Scotia,Canada,45.0000002,-62.9999998
Costa Rica,Costa Rica,10.2735633,-84.0739101
Cyprus,Cyprus,34.9823018,33.1451285
Ecuador,Ecuador,-1.3397667,-79.3666964
Indonesia,Indonesia,-4.7993355,114.5632032
Java (+ Bali),Indonesia,-6.3472901,106.779011
Korea,South Korea,35.3985008,127.937111
Lebanon,Lebanon,33.8750629,35.843409
Malta,Nepal,27.5015719,85.2451666
North Africa,Portugal,41.4299403,-8.0932407
Shandong (Shantung),China,36.0000001,118.9999999
Shanghai,China,31.2253441,121.4888922
Yunnan,China,25.0,102.0
Peru,Peru,-6.8699696,-75.0458514
Philippines,Philippines,12.7503486,122.7312101
Puerto Rico,United States of America,18.2017809,-66.5841245
Saudi Arabia,Saudi Arabia,25.6242618,42.3528328
Senegal,Senegal,14.4750607,-14.4529611
Tadzhikistan,Tajikistan,38.6281733,70.8156541
Trinidad & Tobago,Trinidad and Tobago,10.8677845,-60.9821066
Arkansas,United States of America,35.2048883,-92.4479107
Connecticut,United States of America,41.6500201,-72.7342162
District of Columbia,United States of America,38.8949549,-77.0366455
Indiana,United States of America,40.3270127,-86.1746932
Iowa,United States of America,41.9216734,-93.3122704
Kansas,United States of America,38.27312,-98.5821871
Maine,United States of America,45.709097,-68.85902
Massachusetts,United States of America,42.3788774,-72.0323659
Michigan,United States of America,43.6211955,-84.6824345
Missouri,United States of America,38.7604815,-92.5617874
Nebraska,United States of America,41.7370229,-99.5873815
New Jersey,United States of America,40.0757384,-74.4041621
New Mexico,United States of America,34.5708167,-105.9930069
Ohio,United States of America,40.2253569,-82.6881394
Pennsylvania,United States of America,40.9699889,-77.727883
South Carolina,United States of America,33.6874388,-80.4363742
Tennessee,United States of America,35.7730076,-86.282008
Utah,United States of America,39.4225192,-111.7143583
West Virginia,United States of America,38.4758406,-80.8408414
Uruguay,Uruguay,-32.8755547,-56.0201524
Uzbekistan,Uzbekistan,41.32373,63.9528098
Venezuela,Venezuela,8.0018709,-66.1109317
Zambia,Zambia,-14.5186238,27.5599164
Kenya,Kenya,1.4419683,38.4313975
Madagascar,Madagascar,-18.9249603,46.4416422
Sikkim,India,27.601029,88.4541363868015
Monaco,Monaco,43.7311424,7.4197576
Tanzania,Tanzania,-6.5247122,35.7878438
Alabama,United States of America,33.2588817,-86.8295336
Beijing (Peking),China,39.9059631,116.391248
North Dakota,United States of America,47.6201461,-100.5407369
Manitoba,Canada,55.0000001,-97.0
Minnesota,United States of America,45.9896587,-94.6113287
Caribbean (including West Indies),NA,15.0000001,-75.0
Central America,Brazil,-20.4859417,-54.6183864
Guangdong (Kwangtung),China,23.1357694,113.1982688
Bosnia Hercegovina,Bosnia and Herzegovina,44.3053476,17.5961467
Turkmenistan,Turkmenistan,39.3763807,59.3924609
Belgorod Oblast,Russian Federation,50.7080119,37.5837615
Kaluga (Kaluzhka) Oblast,Russian Federation,54.5101087,36.2598115
Vladimir Oblast,Russian Federation,56.0503336,40.6561633
Azores,Portugal (territorial waters),37.80852735,-25.4730851864796
Arizona,United States of America,34.395342,-111.7632754
Uganda,Uganda,1.5333554,32.2166578
Corsica,France,42.1640662,9.0982074
Mauritius,Mauritius,-20.275945,57.5703566
Mozambique,Mozambique,-19.3022329,34.9144977
Swaziland,Swaziland,-26.5624805,31.3991317
Amapa,Brazil,1.3545442,-51.9161976
Armenia,Armenia,40.7696272,44.6736646
Adygey AO (Adigei),Russian Federation,44.6939006,40.1520421
Namibia (South West Africa),Namibia,-22.5037497,17.0194784
Algeria,Algeria,28.0000272,2.9999825
Middle East,Palestinian Territories,32.1862321,34.9771488
Tunisia,Tunisia,33.8439408,9.400138
Afghanistan,Afghanistan,33.0000866,64.9998468
Victoria,Australia,-36.5986095,144.6780052
Western Australia,Australia,-25.2303004,121.0187246
Bermuda,Bermuda,32.3018217,-64.7603582
Rio de Janeiro,Brazil,-22.2752761,-42.4194149
Dominican Republic,Dominican Republic,19.0974031,-70.3028025
El Salvador,El Salvador,13.8000382,-88.9140682
Fiji,Fiji,-18.1239695,179.0122737
French Polynesia,France,-18.6243748,-144.6434897
Guam,United States of America,13.4501257,144.757551029721
Guyana,Guyana,4.8417097,-58.641689
Haiti,Haiti,19.1399952,-72.3570971
Sulawesi,Indonesia,-1.97560385,120.295079344831
Malaysia,Malaysia,2.3923759,112.8471939
New Caledonia,France,-21.3019904,165.4880773
Panama,Panama,8.3096067,-81.3066245
Guizhou (Kweichow),China,26.573796,108.599136
Hubei (Hupeh),China,31.0,112.0
Hunan (Hunan),China,27.9995878,112.009538
Jiangsu (Kiangsu),China,33.0000001,119.9999999
Jiangxi (Kiangsi),China,28.0,116.0
Sichuan (Szechwan),China,32.41875,102.6366383
Seychelles,Seychelles,-4.6574976,55.4540146
Somalia,Somalia,8.3676771,49.083416
Surinam,Suriname,4.1413025,-56.0771186
Louisiana,United States of America,30.8703881,-92.0071259
Jamaica,Jamaica,18.1850507,-77.3947692
Cape Verde Islands,Cape Verde,16.0000552,-24.0083946
Eritrea,Eritrea,15.9500319,37.9999668
Ethiopia,Ethiopia,10.2116702,38.6521203
Grenada,Grenada,12.1360374,-61.6904044
Rwanda,Rwanda,-1.964663,30.0644358
North Carolina,United States of America,35.6729639,-79.0392918
Ivory Coast,Côte d'Ivoire,7.9897371,-5.5679457
Barbados,Barbados,13.1500331,-59.5250304
Easter Island,Chile,-27.1260191,-109.34967420557
Cook Islands,Cook Islands,-16.049278,-160.355485
Rio Grande do Sul,Brazil,-29.8517999,-53.7672249
Delhi,India,28.6517178,77.2219388
Solomon Islands,Solomon Islands,-9.7354343,162.8288542
Daghestan ASSR,Russian Federation,43.0574916,47.1332224
South Australia,Australia,-30.5343664,135.6301212
Maharashtra,India,19.531932,76.0554568
Puducherry,India,10.90253775,79.9752370356183
Sardinia,Italy,40.0912813,9.0305773
New Brunswick,Canada,46.5,-66.7499999
Mauritania,Mauritania,20.2540382,-9.2399262
Kabardino-Balkarian ASSR,Russian Federation,43.4428286,43.4204809
Slovenia,Slovenia,45.8133113,14.4808369
Kentucky,United States of America,37.5726028,-85.155141
Maryland,United States of America,39.5162234,-76.9382068
"Korea, North",Norway,61.18541105,6.81350883350348
Shaanxi (Shensi),China,36.0,109.0
Shanxi (Shansi),China,37.0,112.0
Amur Oblast,Russian Federation,52.8032368,128.437295
Sakhalin Oblast,Russian Federation,49.7219665,143.448533
Mississippi,United States of America,32.9715645,-89.7348496
Saskatchewan,Canada,54.0,-105.9999999
Hainan,China,19.2000001,109.5999999
Singapore,Singapore,1.2904527,103.852038
Cameroon,Cameroon,4.6125522,13.1535811
Bahia,Brazil,-12.2852509,-41.9294775
Haryana,India,29.0,76.0
Sabah,Malaysia,5.595237,117.0051734
Vietnam,Vietnam,13.2904027,108.4265113
Antilles,France,47.2037987,-1.5695544
Northern Territory,Australia,-19.85161,133.2303375
Benin,Benin,9.5293472,2.2584408
Manipur,India,24.7208818,93.9229386
Micronesia,Federated States of Micronesia,5.5600565,150.1982846
Virgin Islands,United States of America,17.789187,-64.7080573
Congo,Congo-Kinshasa,-2.9814343,23.8222636
Democratic Republic of Congo (Zaire),Congo-Kinshasa,-2.9814343,23.8222636
Niger,Niger,17.7356214,9.3238432
Hebei,China,39.0000001,116.0
Papua New Guinea,Papua New Guinea,-5.6816068,144.2489081
Ghana,Ghana,8.0300284,-1.080027
peninsular,Australia,-33.5991294,150.8346571
Odisha,India,20.5431241,84.6897321
Rostov Oblast,Russian Federation,47.6222451,40.7957942
Henan (Honan),China,34.0000001,113.9999999
Mongolia,Mongolia,46.8250388,103.8499736
Buryat ASSR,Russian Federation,52.7182426,109.492143
Karelian ASSR,Russian Federation,63.67556245,33.3094171806376
Yakut ASSR,Russian Federation,66.941626,129.642371
Siberia,Colombia,5.89168285,-75.930073123943
Irkutsk Oblast,Russian Federation,56.6370122,104.719221
St Vincent & Grenadines,Saint Vincent and the Grenadines,12.90447,-61.2765568
Sudan,Sudan,14.5844444,29.4917691
Nigeria,Nigeria,9.6000359,7.9999721
Jilin (Kirin),China,42.9995032,125.9816054
Chita Oblast (=Chitinskaya),Russian Federation,52.0334094,113.5008922
Madhya Pradesh,India,23.8143419,77.5340719
Maldives,Maldives,4.2218417,73.4867968
Bahamas,The Bahamas,24.7736546,-78.0000546
Distrito federal (Brasilia),Brazil,-15.7934035,-47.8823171
Honduras,Honduras,15.0610686,-84.5978533
Syria,Syria,34.6401861,39.0494106
Indochina,Australia,-34.9493036,138.6076182
Dolgan-Nenets NO,Russian Federation,67.6783253,57.0626853
Western Samoa,United States of America,40.86412885,-124.097067823787
Maranhao,Brazil,-5.2085502,-45.3930261
Guatemala,Guatemala,15.6356088,-89.8988086
Kiribati,Kiribati,0.4483283,-171.6645387
Nauru,Nauru,-0.5249623,166.9333009
Sao Tomé and Principe,São Tomé and Príncipe,0.8875498,6.9648718
Wallis and Futuna Islands,France,-13.8173323,-177.1489648
Belize,Belize,16.8259793,-88.7600926
Sumatra,Indonesia,-0.14292745,101.583949000063
Alberta,Canada,55.0,-114.9999998
Newfoundland,Canada,49.1244794,-55.9711635806247
Prince Edward Island,Canada,46.3202067,-63.4594099
Jordan,Jordan,31.1667049,36.941628
Kalinin Oblast,Russian Federation,53.7542077,40.6634304
Penza Oblast,Russian Federation,53.1655415,44.7879181
Lakshadweep,India,11.4980231,72.5381449330938
Palau,Palau,6.097367,133.313631
Togo,Togo,8.7800265,1.0199765
Arunachal Pradesh,India,28.3641989,94.7586273
Gujarat,India,23.1923325,71.9329241
Pará,Brazil,-4.7493932,-52.8973005
Malawi,Malawi,-13.2687203,33.9301963
Niue Islands,Papua New Guinea,-5.22468485,151.557118454167
Martinique,France,14.6113732,-60.9620776
Libya,Libya,26.8234472,18.1236723
Northern Mariana Islands,Northern Mariana Islands,14.1490205,145.213452483189
Anguilla,Anguilla,18.1954947,-63.0750233
Antigua,Mexico,19.3176799,-96.3186408251967
Cayman Islands,Cayman Islands,19.5417212,-80.5667131
Dominica,Dominica,15.4113138,-61.3653617
Nicaragua,Nicaragua,12.3724928,-84.8700307
Oman,Oman,21.0000287,57.0036901
Delaware,United States of America,38.6920451,-75.4013314
Santa Catarina,Brazil,-27.0628366,-51.1149649
Paraná,Brazil,-24.4842186,-51.8148871
Christmas Island,Australia,-10.4878278,105.6329821
Kirgizia,Kyrgyzstan,41.5089324,74.724091
Macau (Macao),China,22.1981595,113.5434786
Burundi,Burundi,-3.3634356,29.8870575
Sierra Leone,Sierra Leone,8.6400349,-11.8400268
Yemen,Yemen,16.3471243,47.8915271
Mayotte,France,-12.8230479,45.1520755
United Arab Emirates,United Arab Emirates,24.0002488,53.9994829
St Christopher (Kitts) & Nevis,Saint Kitts and Nevis,17.3462278,-62.7687276
Anhui (Anhwei),China,32.0,117.0
Mali,Mali,16.3700359,-2.2900238
Island of Martin Garcia,Argentina,-34.1826052,-58.2512640156751
Altai Kray,Russian Federation,55.9257332,158.7054275
Galapagos,Spain,40.6965903,-3.3379592
American Samoa,United States of America,-14.30063085,-170.695974691655
Tripura,India,23.7750823,91.7025091
South Moluccas,Indonesia,-3.1188369,129.4207759
Bismarck Archipelago,Papua New Guinea,-4.9999999,150.0
French Guiana,France,4.0039882,-52.9999979
New World,Poland,52.2368295,21.0179985
Sarawak,Malaysia,2.3926225,113.646867
Goiás,Brazil,-15.9321904,-50.1388783
Burkina Faso,Burkina Faso,12.0753083,-1.6880313
New Hampshire,United States of America,43.4849133,-71.6553991
Rhode Island,United States of America,41.7962409,-71.5992371
Vermont,United States of America,44.5990718,-72.5002607
Borneo,Indonesia,1.429514,114.74073173151
Jharkhand,India,23.4559809,85.2557301
North Moluccas,Indonesia,-3.1188369,129.4207759
West Lesser Sundas,Indonesia,-8.9999999,120.0
Guinea-Bissau,Guinea-Bissau,12.100035,-14.9000213
West Africa,NA,2.0000003,15.9999997
British Virgin Islands,British Virgin Islands,18.4024395,-64.5661641
Leeward Islands,"France, Polynésie française (eaux territoriales)",-16.581527,-151.402428169592
St Croix,Canada,44.90206615,-64.0667127757145
US Virgin Islands,United States of America,17.789187,-64.7080573
Amazonas,Brazil,-3.7615679,-62.2809962
West Papua,Indonesia,-1.3842355,132.902528
Bashkir ASSR,Russian Federation,54.4747553,55.9784582
Xizang (Tibet),China,32.0000002,89.9999998
Albania,Albania,41.000028,19.9999619
Crete,United States of America,41.4444791,-87.6314311
Ryazan Oblast,Russian Federation,54.4226732,40.5705246
Acre territory,Brazil,-9.0478678,-70.5264975
Espirito Santo,Brazil,-19.5687681,-40.172199
Nizhniy Novgorod Oblast,Russian Federation,56.3278821,44.0072897
Brunei,Brunei,4.4137155,114.5653908
Central African Republic,Central African Republic,7.0323598,19.9981227
Equatorial Guinea,Equatorial Guinea,1.613172,10.5170357
Guinea,Guinea,10.7226226,-10.7083586
Montserrat,Montserrat,16.7417041,-62.1916843
Saint Lucia,Saint Lucia,13.8250489,-60.9750359
Gabon,Gabon,-0.8999694,11.6899699
Gambia,The Gambia,13.470062,-15.4900463
Volgograd Oblast,Russian Federation,49.6048339,44.2903582
Estonia,Estonia,58.7523778,25.3319078
Kaliningrad Oblast,Russian Federation,54.7066422,20.5105166
Murmansk Oblast,Russian Federation,68.0000418,33.9999151
Kalimantan,Indonesia,1.429514,114.74073173151
Andorra,Andorra,42.5407167,1.5732033
Gansu (Kansu),China,39.054054,99.091892
Nei Menggu (Inner Mongolia),China,43.2443242,114.3251664
Qinghai (Chinghai),China,36.0,96.0
Sverdlovsk Oblast,Russian Federation,58.6414755,61.8021546
Khabarovsk Kray (Territory),Russian Federation,51.6312684,136.121524
Isle of Man (British Isles),Isle of Man,54.1936805,-4.5591147
Ireland (north and south),Ireland,52.865196,-7.9794598
Voronezh Oblast,Russian Federation,50.9800393,40.1506507
Yaroslavl' Oblast,Russian Federation,57.7781976,39.0021095
Komi ASSR,Russian Federation,63.81152515,53.0940503376381
Bryansk Oblast,Russian Federation,52.8873315,33.415853
Chechno-Ingush ASSR,Russian Federation,43.3976147,45.6985005
Ivanovo Oblast,Russian Federation,56.9167446,41.4352137
St Helena,"Saint Helena, Ascension and Tristan da Cunha",-15.991955,-5.6999093
Kamchatka Oblast,Russian Federation,56.3686457,71.2882389
Perm' Oblast,Russian Federation,57.984591,56.2532829
Arkhangel'sk Oblast,Russian Federation,63.4736289,43.7199849
Kostroma Oblast,Russian Federation,58.424756,44.2533273
Kuybishev Oblast,Bulgaria,42.6123403,23.102123
Magadan Oblast,Russian Federation,63.5515028,154.014726
Chagos Archipelago,British Indian Ocean Territory,-6.4157191,72.1173961
Vanuatu,Vanuatu,-16.5255068,168.1069154
Chelyabinsk Oblast,Russian Federation,54.4223954,61.1865846
Tyumen' Oblast,Russian Federation,58.8206488,70.3658837
Kursk Oblast,Russian Federation,51.6568453,36.4852695
Pskov Oblast,Russian Federation,57.5358729,28.8586826
Greenland,Greenland,77.6192349,-42.8125966
Novgorod Oblast,Russian Federation,58.2843833,32.5169757
Mizoram,India,23.2146169,92.8687612
Heard and McDonald Islands,Australia,-53.0242764,72.9231353
Ul'yanovsk Oblast,Russian Federation,54.1463177,47.2324921
Omsk Oblast,Russian Federation,56.0935263,73.5099936
Tomsk Oblast,Russian Federation,58.6124279,82.0475315
Tuva ASSR,Russian Federation,51.4017149,93.8582593
Orenburg Oblast,Russian Federation,52.0269262,54.7276647
Tambov Oblast,Russian Federation,52.9019574,41.3578918
Saratov Oblast,Russian Federation,51.6520555,46.8631952
Chuvash ASSR,Russian Federation,55.48032185,47.1488369747507
Lipetsk Oblast,Russian Federation,52.6935178,39.1122664
Alaska,United States of America,64.4459613,-149.6809089
Lesotho,Lesotho,-29.6039266,28.3350193
Iceland,Iceland,64.9841821,-18.1059012
Mato Groso do Sul,Brazil,-19.5852563,-54.479473
Astrakhan' Oblast,Russian Federation,47.1878186,47.608851
Nevada,United States of America,39.5158825,-116.8537226
South Dakota,United States of America,44.6471761,-100.3487609
Northwest Territories,Canada,65.0000004,-117.9999999
Faeroe Islands,Territorial waters of Faroe Islands,62.19889095,-6.81780730578171
Kurgan Oblast,Russian Federation,55.7655302,64.5632681
Tatarskaya ASSR,Russian Federation,55.32628005,50.6806005253435
Comores,Comoros,-12.2045175,44.2832964
Tianjin (Tientsin),China,39.1235635,117.1980785
Ladakh,India,34.00530145,77.3234981695935
Lord Howe Island,Australia,-31.55401725,159.08569878065
Netherlands Antilles,The Netherlands,12.1546009,-68.9404722492907
Guanabara,Brazil,-22.8888889,-47.0655559
Socotra,Yemen,12.41309225,53.9155198609948
Luxembourg,Luxembourg,49.8158683,6.1296751
Alagoas,Brazil,-9.7081217,-36.6489726
Ceara,Brazil,-5.3264702,-39.7156072
Kalmyk ASSR,Russian Federation,46.2313018,45.3275745
Liberia,Liberia,5.7499721,-9.3658523
Norfolk Island,Australia,-29.0644999,167.95718166875
Northern Solomon Islands,Philippines,8.432222,124.633333
Yukon Territory,Canada,63.3760534,-136.2463447
Marshall Islands,Marshall Islands,6.9518742,170.9985095
Latvia,Latvia,56.8666904,24.5999717
Timor group (+ Wetar),Indonesia,-9.346017,124.637279937916
Vologda Oblast,Russian Federation,59.9780506,39.7150729
Udmurt ASSR,Russian Federation,57.1982875,52.7618345382518
Chhattisgarh,India,21.663656,81.8410213
Paraiba,Brazil,-7.1168305,-36.9721909
